Date,Wheat,Milo,Corn,Beans
7/15/02,3.29,3.32,2.22,5.46
7/16/02,3.39,3.46,2.30,5.52
7/17/02,3.40,3.41,2.27,5.44
7/18/02,3.39,3.43,2.28,5.48
7/19/02,3.40,3.55,2.36,5.51
7/22/02,3.47,3.68,2.46,5.69
7/23/02,3.43,3.60,2.42,5.50
7/24/02,3.45,3.73,2.49,5.58
7/25/02,3.43,3.66,2.44,5.39
7/26/02,3.45,3.64,2.43,5.29
7/29/02,3.36,3.43,2.31,5.17
7/30/02,3.38,3.52,2.36,5.32
7/31/02,3.46,3.71,2.47,5.51
8/1/02,3.51,3.75,2.49,5.56
8/2/02,3.53,3.82,2.53,5.55
8/5/02,3.54,3.84,2.54,5.49
8/6/02,3.55,3.84,2.51,5.47
8/7/02,3.58,3.84,2.49,5.45
8/8/02,3.54,3.86,2.46,5.37
8/9/02,3.59,3.93,2.50,5.39
8/12/02,3.67,4.15,2.61,5.67
8/13/02,3.76,4.27,2.68,5.76
8/14/02,3.75,4.36,2.73,5.85
8/15/02,3.69,4.43,2.74,5.86
8/16/02,3.69,4.41,2.73,5.78
8/19/02,3.69,4.32,2.68,5.64
8/20/02,3.60,4.25,2.65,5.37
8/21/02,3.59,4.28,2.67,5.41
8/22/02,3.59,4.29,2.67,5.38
8/23/02,3.69,4.32,2.69,5.42
8/26/02,3.82,4.32,2.70,5.31
8/27/02,3.84,4.29,2.68,5.37
8/28/02,3.87,4.27,2.67,5.16
8/29/02,3.88,4.20,2.64,5.12
8/30/02,3.94,4.23,2.65,5.18
9/3/02,4.03,4.45,2.79,5.20
9/4/02,4.17,4.53,2.84,5.24
9/5/02,4.24,4.57,2.86,5.28
9/6/02,4.43,4.61,2.89,5.31
9/9/02,4.66,4.71,2.95,5.42
9/10/02,4.55,4.69,2.93,5.50
9/11/02,4.51,4.78,2.98,5.66
9/12/02,4.41,4.61,2.88,5.60
9/13/02,4.27,4.48,2.81,5.47
9/16/02,4.34,4.52,2.83,5.55
9/17/02,4.38,4.50,2.81,5.44
9/18/02,4.50,4.43,2.78,5.43
9/19/02,4.37,4.41,2.77,5.43
9/20/02,4.38,4.30,2.71,5.43
9/23/02,4.32,4.18,2.64,5.27
9/24/02,4.41,4.28,2.70,5.44
9/25/02,4.36,4.27,2.69,5.36
9/26/02,4.44,4.30,2.71,5.43
9/27/02,4.50,4.27,2.69,5.37
9/30/02,4.54,4.17,2.63,5.23
10/1/02,4.61,4.21,2.67,5.19
10/2/02,4.53,4.23,2.68,5.14
10/3/02,4.47,4.26,2.66,5.15
10/4/02,4.46,4.32,2.69,5.16
10/7/02,4.47,4.36,2.71,5.16
10/8/02,4.50,4.32,2.69,5.12
10/9/02,4.45,4.30,2.69,4.98
10/10/02,4.42,4.23,2.65,5.00
10/11/02,4.47,4.14,2.60,5.05
10/14/02,4.44,4.13,2.59,5.09
10/15/02,4.57,4.27,2.67,5.25
10/16/02,4.65,4.33,2.66,5.24
10/17/02,4.58,4.37,2.68,5.28
10/18/02,4.58,4.34,2.67,5.23
10/21/02,4.58,4.34,2.67,5.28
10/22/02,4.50,4.30,2.65,5.24
10/23/02,4.41,4.29,2.64,5.32
10/24/02,4.44,4.29,2.66,5.35
10/25/02,4.45,4.29,2.66,5.34
10/28/02,4.40,4.24,2.63,5.22
10/29/02,4.43,4.27,2.64,5.33
10/30/02,4.41,4.21,2.63,5.33
10/31/02,4.43,4.24,2.65,5.41
11/1/02,4.52,4.24,2.65,5.47
11/4/02,4.52,4.22,2.61,5.51
11/5/02,4.46,4.18,2.59,5.52
11/6/02,4.37,4.20,2.60,5.54
11/7/02,4.31,4.21,2.58,5.47
11/8/02,4.09,4.12,2.53,5.37
11/11/02,4.05,4.12,2.53,5.47
11/12/02,3.84,4.16,2.55,5.42
11/13/02,3.98,4.24,2.58,5.42
11/14/02,4.18,4.30,2.62,5.46
11/15/02,4.12,4.26,2.60,5.42
11/18/02,4.07,4.30,2.60,5.46
11/19/02,4.07,4.37,2.63,5.53
11/20/02,3.99,4.34,2.63,5.55
11/21/02,3.99,4.31,2.62,5.49
11/22/02,4.03,4.32,2.62,5.49
11/25/02,4.09,4.23,2.57,5.49
11/26/02,4.08,4.25,2.58,5.52
11/27/02,4.09,4.23,2.57,5.55
11/29/02,4.09,4.19,2.54,5.54
12/2/02,4.02,4.18,2.54,5.55
12/3/02,3.80,4.14,2.51,5.38
12/4/02,3.84,4.11,2.51,5.39
12/5/02,3.75,4.05,2.48,5.35
12/6/02,3.79,4.08,2.49,5.36
12/9/02,3.78,4.07,2.49,5.35
12/10/02,3.68,4.09,2.50,5.36
12/11/02,3.71,4.14,2.53,5.41
12/12/02,3.74,4.11,2.51,5.47
12/13/02,3.73,4.13,2.52,5.44
12/16/02,3.75,4.10,2.51,5.34
12/17/02,3.85,4.09,2.50,5.29
12/18/02,3.80,4.09,2.52,5.31
12/19/02,3.76,4.08,2.52,5.35
12/20/02,3.65,4.08,2.51,5.44
12/23/02,3.70,4.14,2.55,5.44
12/26/02,3.63,4.14,2.55,5.38
12/27/02,3.58,4.08,2.52,5.43
12/30/02,3.51,4.03,2.48,5.38
12/31/02,3.48,4.03,2.48,5.41
1/2/03,3.51,4.05,2.49,5.55
1/3/03,3.55,4.03,2.48,5.46
1/6/03,3.52,4.01,2.48,5.45
1/7/03,3.51,4.09,2.52,5.48
1/8/03,3.58,4.18,2.57,5.50
1/9/03,3.52,4.15,2.55,5.48
1/10/03,3.33,3.99,2.47,5.25
1/13/03,3.22,3.92,2.43,5.16
1/14/03,3.29,3.93,2.43,5.18
1/15/03,3.35,3.93,2.43,5.18
1/16/03,3.33,3.93,2.43,5.17
1/17/03,3.38,3.95,2.44,5.24
1/21/03,3.37,3.98,2.46,5.24
1/22/03,3.34,4.00,2.47,5.28
1/23/03,3.33,4.01,2.48,5.29
1/24/03,3.38,4.00,2.48,5.37
1/27/03,3.35,4.00,2.47,5.35
1/28/03,3.37,4.06,2.50,5.41
1/29/03,3.38,4.03,2.49,5.29
1/30/03,3.38,4.05,2.50,5.36
1/31/03,3.44,4.10,2.52,5.33
2/3/03,3.46,4.07,2.51,5.37
2/4/03,3.48,4.10,2.52,5.39
2/5/03,3.48,4.08,2.51,5.32
2/6/03,3.47,4.12,2.53,5.31
2/7/03,3.48,4.14,2.54,5.24
2/10/03,3.49,4.18,2.56,5.33
2/11/03,3.48,4.17,2.56,5.40
2/12/03,3.46,4.13,2.53,5.31
2/13/03,3.45,4.14,2.54,5.41
2/14/03,3.48,4.15,2.55,5.45
2/18/03,3.47,4.11,2.52,5.42
2/19/03,3.44,4.06,2.49,5.40
2/20/03,3.47,4.06,2.50,5.37
2/21/03,3.49,4.00,2.46,5.42
2/24/03,3.43,3.98,2.45,5.39
2/25/03,3.39,4.00,2.46,5.44
2/26/03,3.36,3.96,2.46,5.48
2/27/03,3.27,3.96,2.44,5.51
2/28/03,3.28,4.00,2.46,5.44
3/3/03,3.33,4.02,2.48,5.46
3/4/03,3.36,4.06,2.50,5.40
3/5/03,3.35,4.08,2.51,5.37
3/6/03,3.36,4.10,2.54,5.31
3/7/03,3.27,4.05,2.54,5.31
3/10/03,3.26,3.98,2.50,5.34
3/11/03,3.24,3.92,2.48,5.41
3/12/03,3.21,3.96,2.49,5.34
3/13/03,3.23,3.98,2.49,5.43
3/14/03,3.23,3.93,2.46,5.45
3/17/03,3.16,3.87,2.43,5.36
3/18/03,3.14,3.89,2.43,5.42
3/19/03,3.14,3.90,2.44,5.38
3/20/03,3.16,3.92,2.47,5.42
3/21/03,3.12,3.88,2.45,5.45
3/24/03,3.05,3.84,2.42,5.37
3/25/03,3.07,3.82,2.41,5.41
3/26/03,3.12,3.82,2.41,5.36
3/27/03,3.12,3.84,2.42,5.47
3/28/03,3.07,3.82,2.41,5.47
3/31/03,3.13,3.97,2.50,5.42
4/1/03,3.11,4.02,2.53,5.41
4/2/03,3.13,4.04,2.53,5.54
4/3/03,3.11,4.01,2.52,5.52
4/4/03,3.11,4.02,2.52,5.58
4/7/03,3.15,4.09,2.56,5.66
4/8/03,3.13,4.08,2.56,5.68
4/9/03,3.15,4.07,2.55,5.71
4/10/03,3.14,4.01,2.52,5.68
4/11/03,3.14,4.02,2.52,5.67
4/14/03,3.11,4.02,2.52,5.75
4/15/03,3.15,4.06,2.56,5.78
4/16/03,3.10,4.02,2.53,5.76
4/17/03,3.13,4.05,2.55,5.90
4/21/03,3.12,4.01,2.53,5.84
4/22/03,3.14,4.00,2.53,5.78
4/23/03,3.18,4.00,2.52,5.71
4/24/03,3.18,3.97,2.50,5.71
4/25/03,3.17,3.92,2.48,5.68
4/28/03,3.17,3.87,2.45,5.71
4/29/03,3.08,3.86,2.43,5.88
4/30/03,3.01,3.83,2.43,5.89
5/1/03,3.00,3.81,2.43,5.93
5/2/03,2.95,3.79,2.44,5.93
5/5/03,3.01,3.82,2.49,5.90
5/6/03,3.01,3.79,2.49,5.92
5/7/03,3.10,3.88,2.54,5.89
5/8/03,3.06,3.88,2.54,5.86
5/9/03,3.24,4.00,2.62,6.00
5/12/03,3.34,4.00,2.62,6.05
5/13/03,3.29,4.01,2.63,6.06
5/14/03,3.24,3.95,2.60,6.11
5/15/03,3.34,3.94,2.64,6.11
5/16/03,3.33,3.92,2.62,6.04
5/19/03,3.19,3.78,2.55,5.99
5/20/03,3.27,3.78,2.55,6.05
5/21/03,3.24,3.76,2.54,6.03
5/22/03,3.15,3.73,2.52,5.89
5/23/03,3.09,3.78,2.53,5.87
5/27/03,3.15,3.75,2.51,5.91
5/28/03,3.08,3.74,2.50,5.86
5/29/03,3.12,3.80,2.54,5.91
5/30/03,3.09,3.79,2.53,5.89
6/2/03,3.04,3.74,2.51,5.73
6/3/03,3.05,3.71,2.49,5.72
6/4/03,2.99,3.67,2.47,5.76
6/5/03,3.01,3.64,2.45,5.80
6/6/03,3.02,3.70,2.48,5.95
6/9/03,3.07,3.64,2.45,5.88
6/10/03,3.12,3.71,2.49,5.97
6/11/03,3.08,3.79,2.53,5.95
6/12/03,3.08,3.84,2.56,5.89
6/13/03,2.83,3.75,2.51,5.76
6/16/03,2.78,3.73,2.50,5.76
6/17/03,2.77,3.75,2.51,5.86
6/18/03,2.78,3.79,2.53,5.93
6/19/03,2.78,3.79,2.54,5.92
6/20/03,2.73,3.76,2.52,5.88
6/23/03,2.70,3.71,2.49,5.83
6/24/03,2.67,3.71,2.49,5.91
6/25/03,2.68,3.70,2.48,6.00
6/26/03,2.68,3.59,2.41,5.86
6/27/03,2.66,3.60,2.43,5.88
6/30/03,2.66,3.51,2.38,5.82
7/1/03,2.66,3.54,2.39,5.86
7/2/03,2.65,3.50,2.37,5.84
7/3/03,2.63,3.48,2.36,5.83
7/7/03,2.58,3.44,2.34,5.74
7/8/03,2.57,3.50,2.37,5.70
7/9/03,2.61,3.46,2.35,5.78
7/10/03,2.62,3.36,2.29,5.71
7/11/03,2.66,3.33,2.27,5.72
7/14/03,2.67,3.30,2.26,5.68
7/15/03,2.68,3.24,2.26,5.53
7/16/03,2.73,3.23,2.22,5.50
7/17/03,2.79,3.21,2.21,5.41
7/18/03,2.86,3.20,2.20,5.29
7/21/03,2.85,3.24,2.22,5.26
7/22/03,2.82,3.24,2.23,5.30
7/23/03,2.91,3.19,2.20,5.25
7/24/03,2.91,3.19,2.20,5.13
7/25/03,2.89,3.20,2.21,5.15
7/28/03,2.96,3.30,2.24,5.24
7/29/03,2.98,3.30,2.24,5.10
7/30/03,2.93,3.26,2.22,5.04
7/31/03,3.02,3.23,2.20,5.02
8/1/03,3.08,3.26,2.21,5.08
8/4/03,3.10,3.31,2.24,5.06
8/5/03,3.06,3.31,2.24,5.03
8/6/03,3.14,3.35,2.26,5.05
8/7/03,3.16,3.36,2.26,5.06
8/8/03,3.16,3.37,2.27,5.11
8/11/03,3.20,3.31,2.24,5.21
8/12/03,3.24,3.50,2.34,5.37
8/13/03,3.27,3.50,2.34,5.34
8/14/03,3.37,3.50,2.34,5.35
8/15/03,3.44,3.52,2.34,5.40
8/18/03,3.49,3.66,2.43,5.74
8/19/03,3.35,3.55,2.37,5.63
8/20/03,3.34,3.62,2.41,5.70
8/21/03,3.29,3.59,2.39,5.72
8/22/03,3.29,3.62,2.41,5.79
8/25/03,3.23,3.63,2.41,5.80
8/26/03,3.23,3.63,2.41,5.80
8/27/03,3.24,3.66,2.43,5.74
8/28/03,3.21,3.70,2.46,5.81
8/29/03,3.29,3.75,2.49,5.82
9/2/03,3.24,3.71,2.47,5.68
9/3/03,3.21,3.78,2.54,5.74
9/4/03,3.20,3.84,2.57,5.81
9/5/03,3.12,3.84,2.53,5.87
9/8/03,3.14,3.79,2.50,5.90
9/9/03,3.12,3.83,2.53,5.99
9/10/03,3.13,3.83,2.52,5.97
9/11/03,3.09,3.66,2.43,6.16
9/12/03,3.08,3.57,2.38,6.23
9/15/03,3.12,3.55,2.37,6.19
9/16/03,3.13,3.54,2.34,6.11
9/17/03,3.10,3.53,2.34,6.12
9/18/03,3.01,3.53,2.34,5.87
9/19/03,3.03,3.59,2.36,5.98
9/22/03,3.06,3.63,2.38,6.22
9/23/03,3.03,3.55,2.34,6.11
9/24/03,3.11,3.56,2.34,6.08
9/25/03,3.20,3.59,2.36,6.11
9/26/03,3.17,3.59,2.34,6.09
9/29/03,3.14,3.59,2.34,6.38
9/30/03,3.18,3.50,2.28,6.30
10/1/03,3.23,3.50,2.28,6.40
10/2/03,3.22,3.50,2.25,6.51
10/3/03,3.16,3.55,2.32,6.32
10/6/03,3.05,3.52,2.30,6.38
10/7/03,3.02,3.56,2.33,6.42
10/8/03,2.99,3.60,2.31,6.33
10/9/03,2.98,3.60,2.31,6.48
10/10/03,2.98,3.50,2.25,6.69
10/13/03,3.01,3.53,2.27,6.87
10/14/03,2.96,3.54,2.28,7.00
10/15/03,3.03,3.51,2.27,6.86
10/16/03,3.03,3.51,2.25,6.84
10/17/03,2.97,3.50,2.24,6.87
10/20/03,3.00,3.50,2.24,6.87
10/21/03,3.08,3.57,2.26,6.90
10/22/03,3.22,3.65,2.30,7.10
10/23/03,3.33,3.91,2.45,7.26
10/24/03,3.34,3.91,2.45,7.23
10/27/03,3.31,3.91,2.45,7.18
10/28/03,3.42,4.00,2.50,7.42
10/29/03,3.42,4.15,2.58,7.60
10/30/03,3.37,4.14,2.58,7.53
10/31/03,3.37,4.13,2.57,7.54
11/3/03,3.32,4.00,2.50,7.50
11/4/03,3.31,3.86,2.42,7.16
11/5/03,3.43,3.94,2.47,7.26
11/6/03,3.41,3.90,2.44,7.18
11/7/03,3.42,3.92,2.45,7.03
11/10/03,3.53,3.89,2.43,7.16
11/11/03,3.57,3.90,2.43,7.31
11/12/03,3.68,4.03,2.50,7.25
11/13/03,3.68,4.05,2.51,7.31
11/14/03,3.68,4.04,2.51,7.33
11/17/03,3.65,4.00,2.48,7.35
11/18/03,3.58,3.96,2.46,7.32
11/19/03,3.39,3.88,2.41,7.04
11/20/03,3.44,3.95,2.45,7.14
11/21/03,3.59,3.96,2.46,7.09
11/24/03,3.55,3.94,2.45,6.92
11/25/03,3.64,4.02,2.49,7.01
11/26/03,3.68,4.08,2.52,7.01
11/28/03,3.80,4.13,2.56,7.11
12/1/03,3.84,4.13,2.56,7.16
12/2/03,3.81,4.11,2.55,7.28
12/3/03,3.89,4.18,2.59,7.33
12/4/03,3.85,4.12,2.56,7.24
12/5/03,3.75,4.12,2.56,7.16
12/8/03,3.81,4.11,2.55,7.26
12/9/03,3.81,4.14,2.57,7.41
12/10/03,3.76,4.17,2.59,7.40
12/11/03,3.67,4.20,2.60,7.24
12/12/03,3.70,4.22,2.62,7.33
12/15/03,3.65,4.22,2.63,7.29
12/16/03,3.69,4.20,2.61,7.20
12/17/03,3.67,4.19,2.61,7.25
12/18/03,3.74,4.15,2.59,7.16
12/19/03,3.74,4.15,2.58,7.22
12/22/03,3.65,4.04,2.54,7.11
12/23/03,3.51,4.05,2.52,6.99
12/24/03,3.46,3.91,2.44,7.17
12/26/03,3.49,3.98,2.48,7.52
12/29/03,3.48,4.03,2.51,7.44
12/30/03,3.49,4.03,2.51,7.37
12/31/03,3.60,4.09,2.54,7.46
1/2/04,3.84,4.20,2.61,7.50
1/5/04,3.79,4.20,2.61,7.53
1/6/04,3.74,4.17,2.60,7.53
1/7/04,3.73,4.14,2.58,7.46
1/8/04,3.74,4.17,2.60,7.50
1/9/04,3.67,4.16,2.59,7.45
1/12/04,3.84,4.40,2.73,7.75
1/13/04,3.78,4.45,2.76,7.91
1/14/04,3.79,4.46,2.77,7.94
1/15/04,3.72,4.44,2.77,7.85
1/16/04,3.77,4.49,2.80,7.85
1/20/04,3.77,4.54,2.83,7.78
1/21/04,3.74,4.58,2.85,7.92
1/22/04,3.72,4.55,2.84,7.91
1/23/04,3.64,4.57,2.85,7.89
1/26/04,3.64,4.65,2.89,7.98
1/27/04,3.63,4.56,2.84,7.85
1/28/04,3.58,4.48,2.79,7.55
1/29/04,3.64,4.46,2.78,7.59
1/30/04,3.70,4.57,2.84,7.70
2/2/04,3.66,4.49,2.79,7.43
2/3/04,3.61,4.52,2.81,7.52
2/4/04,3.54,4.40,2.78,7.56
2/5/04,3.57,4.56,2.83,7.82
2/6/04,3.54,4.63,2.87,7.90
2/9/04,3.56,4.72,2.92,7.97
2/10/04,3.59,4.64,2.88,7.85
2/11/04,3.63,4.72,2.92,7.88
2/12/04,3.61,4.66,2.89,7.72
2/13/04,3.57,4.69,2.91,7.79
2/17/04,3.54,4.71,2.92,8.01
2/18/04,3.50,4.64,2.88,8.04
2/19/04,3.55,4.73,2.93,8.25
2/20/04,3.55,4.73,2.93,8.32
2/23/04,3.66,4.77,2.95,8.55
2/24/04,3.68,4.83,2.99,8.74
2/25/04,3.65,4.85,3.00,8.76
2/26/04,3.66,4.93,3.04,8.73
2/27/04,3.57,4.95,3.04,8.86
3/1/04,3.50,2.77,3.04,9.06
3/2/04,3.49,2.70,2.97,8.79
3/3/04,3.47,2.72,2.99,8.93
3/4/04,3.47,2.71,2.98,8.87
3/5/04,3.46,2.71,2.98,8.88
3/8/04,3.40,2.67,2.94,8.67
3/9/04,3.40,2.76,3.03,8.97
3/10/04,3.38,2.72,2.99,8.74
3/11/04,3.35,2.73,3.01,8.94
3/12/04,3.40,2.75,3.03,9.06
3/15/04,3.49,2.82,3.10,9.28
3/16/04,3.50,2.79,3.07,9.39
3/17/04,3.72,2.82,3.10,9.44
3/18/04,3.73,2.86,3.14,9.68
3/19/04,3.67,2.86,3.14,9.71
3/22/04,3.96,2.92,3.20,10.03
3/23/04,3.85,2.90,3.18,9.97
3/24/04,3.86,2.84,3.12,9.67
3/25/04,3.78,2.81,3.10,9.67
3/26/04,3.76,2.79,3.09,9.53
3/29/04,3.76,2.79,3.09,9.54
3/30/04,3.87,2.86,3.16,9.58
3/31/04,3.83,2.94,3.24,9.45
4/1/04,3.87,3.00,3.30,9.77
4/2/04,3.95,3.05,3.35,9.94
4/5/04,3.89,3.04,3.34,9.73
4/6/04,3.91,3.01,3.31,9.57
4/7/04,3.91,3.04,3.34,9.68
4/8/04,3.90,3.05,3.35,9.39
4/12/04,3.83,2.96,3.26,9.17
4/13/04,3.69,2.86,3.16,9.22
4/14/04,3.79,2.91,3.21,9.65
4/15/04,3.65,2.82,3.12,9.15
4/16/04,3.69,2.89,3.19,9.16
4/19/04,3.74,2.83,3.15,9.16
4/20/04,3.77,2.81,3.13,8.99
4/21/04,3.69,2.76,3.09,8.84
4/22/04,3.64,2.76,3.09,8.90
4/23/04,3.58,2.76,3.09,9.11
4/26/04,3.55,2.73,3.06,9.08
4/27/04,3.61,2.81,3.14,9.45
4/28/04,3.57,2.80,3.13,9.30
4/29/04,3.64,2.86,3.24,9.53
4/30/04,3.66,2.88,3.26,9.66
5/3/04,3.73,2.90,3.28,9.84
5/4/04,3.89,2.90,3.28,9.75
5/5/04,3.88,2.86,3.24,9.73
5/6/04,3.87,2.76,3.14,9.54
5/7/04,3.89,2.77,3.15,9.85
5/10/04,3.73,2.65,3.03,9.66
5/11/04,3.64,2.65,3.03,9.75
5/12/04,3.58,2.64,3.02,9.25
5/13/04,3.59,2.62,3.00,9.36
5/14/04,3.46,2.58,2.96,8.86
5/17/04,3.52,2.61,2.99,8.59
5/18/04,3.53,2.58,3.00,8.27
5/19/04,3.58,2.65,3.07,8.21
5/20/04,3.54,2.58,3.00,8.22
5/21/04,3.53,2.56,2.98,8.25
5/24/04,3.61,2.62,3.04,8.19
5/25/04,3.60,2.70,3.12,8.37
5/26/04,3.63,2.67,3.09,8.31
5/27/04,3.52,2.65,3.07,7.87
5/28/04,3.50,2.70,3.18,7.82
6/1/04,3.70,2.91,3.38,8.32
6/2/04,3.60,2.88,3.36,8.25
6/3/04,3.55,2.77,3.23,7.81
6/4/04,3.56,2.74,3.20,8.05
6/7/04,3.50,2.66,3.12,8.07
6/8/04,3.51,2.63,3.09,8.04
6/9/04,3.50,2.64,3.10,8.01
6/10/04,3.43,2.52,2.98,7.85
6/14/04,3.46,2.54,3.00,7.99
6/15/04,3.41,2.46,2.93,8.06
6/16/04,3.41,2.47,2.94,8.01
6/17/04,3.43,2.44,2.91,7.95
6/18/04,3.43,2.41,2.88,8.22
6/21/04,3.46,2.41,2.88,8.41
6/22/04,3.38,2.34,2.81,8.39
6/23/04,3.38,2.41,2.88,8.67
6/24/04,3.33,2.39,2.86,8.71
6/25/04,3.33,2.42,2.89,8.70
6/28/04,3.29,2.37,2.84,8.31
6/29/04,3.26,2.35,2.82,8.29
6/30/04,3.26,2.25,2.72,8.08
7/1/04,3.23,2.25,2.72,8.29
7/2/04,3.24,2.21,2.70,8.39
7/6/04,3.29,2.16,2.65,8.50
7/7/04,3.33,2.18,2.69,8.56
7/8/04,3.29,2.13,2.64,8.48
7/9/04,3.29,2.10,2.61,8.49
7/12/04,3.34,2.12,2.63,8.21
7/13/04,3.29,2.09,2.60,8.03
7/14/04,3.34,2.11,2.62,8.16
7/15/04,3.25,2.07,2.58,7.86
7/16/04,3.25,2.03,2.54,7.08
7/19/04,3.25,2.01,2.52,6.92
7/20/04,3.23,1.98,2.49,6.74
7/21/04,3.18,1.90,2.41,6.19
7/22/04,3.15,1.83,2.36,6.01
7/23/04,3.19,1.88,2.41,6.16
7/26/04,3.17,1.87,2.40,6.02
7/27/04,3.14,1.86,2.39,6.02
7/28/04,3.07,1.83,2.36,5.63
7/29/04,3.07,1.83,2.36,5.72
7/30/04,2.98,1.81,2.34,5.56
8/2/04,3.05,1.82,2.35,5.53
8/3/04,3.03,1.83,2.36,5.54
8/4/04,3.06,1.85,2.38,5.32
8/5/04,3.07,1.88,2.41,5.56
8/6/04,3.04,1.90,2.43,5.47
8/9/04,3.00,1.91,2.44,5.56
8/10/04,2.95,1.89,2.42,5.52
8/11/04,2.87,1.85,2.38,5.45
8/12/04,2.81,1.82,2.35,5.75
8/13/04,2.80,1.82,2.35,5.71
8/16/04,2.82,1.86,2.39,5.59
8/17/04,2.88,1.93,2.46,5.74
8/18/04,2.82,1.90,2.43,5.81
8/19/04,2.88,1.93,2.46,6.05
8/20/04,2.91,1.95,2.48,6.10
8/23/04,3.01,1.98,2.51,6.41
8/24/04,2.93,1.96,2.49,6.36
8/25/04,2.92,1.92,2.46,6.29
8/26/04,2.91,1.85,2.43,5.91
8/27/04,2.89,1.84,2.38,5.80
8/30/04,2.88,1.88,2.42,6.05
8/31/04,2.95,1.92,2.46,6.06
9/1/04,3.02,1.97,2.51,6.05
9/2/04,2.95,1.90,2.44,5.97
9/3/04,2.91,1.85,2.39,5.80
9/7/04,2.89,1.81,2.35,5.52
9/8/04,2.95,1.86,2.35,5.52
9/9/04,2.96,1.86,2.35,5.50
9/10/04,3.13,1.81,2.30,5.32
9/13/04,3.16,1.80,2.29,5.19
9/14/04,3.13,1.77,2.22,5.14
9/15/04,3.19,1.78,2.23,5.15
9/16/04,3.20,1.73,2.20,5.50
9/17/04,3.17,1.78,2.19,4.91
9/20/04,3.15,1.76,2.17,4.82
9/21/04,3.20,1.76,2.17,4.75
9/22/04,3.12,1.73,2.14,4.71
9/23/04,3.12,1.71,2.12,4.71
9/24/04,3.09,1.68,2.09,4.57
9/27/04,3.07,1.71,2.12,4.64
9/28/04,3.02,1.72,2.13,4.65
9/29/04,3.05,1.70,2.11,4.67
9/30/04,2.94,1.69,2.10,4.60
10/1/04,2.92,1.69,2.10,4.68
10/4/04,2.89,1.66,2.07,4.58
10/5/04,2.93,1.68,2.09,4.57
10/6/04,2.88,1.70,2.11,4.59
10/7/04,2.95,1.69,2.10,4.63
10/8/04,2.95,1.68,2.10,4.63
10/11/04,2.96,1.68,2.09,4.77
10/12/04,3.03,1.66,2.07,4.51
10/13/04,3.03,1.68,2.09,4.48
10/14/04,3.06,1.67,2.08,4.54
10/15/04,3.11,1.70,2.11,4.52
10/18/04,3.06,1.67,2.08,4.53
10/19/04,3.08,1.70,2.11,4.66
10/20/04,3.03,1.69,2.10,4.71
10/21/04,2.99,1.67,2.08,4.66
10/22/04,2.98,1.65,2.06,4.68
10/25/04,3.04,1.68,2.09,4.79
10/26/04,3.04,1.70,2.11,4.77
10/27/04,3.07,1.69,2.10,4.68
10/28/04,3.12,1.69,2.10,4.68
10/29/04,3.09,1.66,2.07,4.66
11/1/04,3.01,1.63,2.04,4.58
11/2/04,3.03,1.63,2.04,4.64
11/3/04,3.02,1.62,2.03,4.57
11/4/04,3.07,1.61,2.02,4.44
11/5/04,3.14,1.63,2.04,4.43
11/8/04,3.24,1.62,2.02,4.44
11/9/04,3.20,1.62,2.02,4.49
11/10/04,3.15,1.62,2.02,4.63
11/11/04,3.14,1.61,2.01,4.58
11/12/04,3.13,1.64,2.04,4.63
11/15/04,3.20,1.67,2.07,4.74
11/16/04,3.22,1.67,2.07,4.79
11/17/04,3.28,1.70,2.10,4.91
11/18/04,3.27,1.68,2.08,4.93
11/19/04,3.24,1.63,2.03,4.92
11/22/04,3.24,1.63,2.02,4.98
11/23/04,3.20,1.63,2.02,5.04
11/24/04,3.18,1.63,2.02,4.97
11/26/04,3.10,1.62,2.01,4.92
11/29/04,3.07,1.60,1.99,4.83
11/30/04,3.08,1.59,1.98,4.78
12/1/04,3.06,1.58,1.97,4.71
12/2/04,3.03,1.59,1.98,4.64
12/3/04,3.10,1.62,2.01,4.69
12/6/04,3.13,1.64,2.03,4.73
12/7/04,3.12,1.58,1.97,4.65
12/8/04,3.16,1.60,1.98,4.72
12/9/04,3.22,1.59,1.97,4.70
12/10/04,3.16,1.57,1.95,4.76
12/13/04,3.16,1.61,1.99,4.90
12/14/04,3.17,1.62,2.00,4.93
12/15/04,3.20,1.61,1.99,4.89
12/16/04,3.16,1.60,1.98,4.88
12/17/04,3.22,1.61,1.99,4.92
12/20/04,3.21,1.63,2.01,4.92
12/21/04,3.18,1.63,2.01,4.90
12/22/04,3.20,1.63,2.01,4.88
12/23/04,3.24,1.64,2.02,4.91
12/27/04,3.18,1.65,2.03,4.97
12/28/04,3.18,1.64,2.02,4.90
12/29/04,3.16,1.61,1.99,4.83
12/30/04,3.19,1.63,2.01,4.85
1/3/05,3.12,1.60,1.98,4.74
1/4/05,3.10,1.59,1.97,4.63
1/5/05,3.15,1.60,1.98,4.65
1/6/05,3.21,1.65,2.03,4.91
1/7/05,3.26,1.65,2.03,4.80
1/10/05,3.20,1.65,2.03,4.87
1/11/05,3.19,1.65,2.03,4.81
1/12/05,3.21,1.65,2.03,4.81
1/13/05,3.24,1.58,1.96,4.78
1/14/05,3.16,1.56,1.93,4.63
1/18/05,3.16,1.55,1.92,4.57
1/19/05,3.20,1.56,1.93,4.61
1/20/05,3.16,1.57,1.94,4.66
1/21/05,3.14,1.56,1.93,4.60
